track_id,title,artist,genre,year,duration,duration_sec,tempo_bpm,key,energy,danceability,valence,acousticness,speechiness,loudness_db,explicit,streams_millions,monthly_listeners,playlist_adds,chart_peak,label
TRK00067,Shattered Silence Together,Vera Voss,Rock,2023,2:33,153,110,C# Minor,0.744,0.348,0.276,0.461,0.063,-10.0,False,3.84,143,6985,3.0,Beggars Group
TRK00068,Wild Lights,Static Bloom,Hip-Hop,2021,3:09,189,102,F# Major,0.658,0.454,0.554,0.582,1.0,-13.2,False,0.67,1,1174,,Sony Music
TRK00069,Shadows,Kai Bane,Rock,2021,3:23,203,81,C Major,0.769,0.62,0.636,0.503,0.403,-11.6,True,1.0,14,1488,,Warner Music
TRK00070,Shattered Mind,Soren Reid,Rock,2022,3:06,186,73,D Major,0.951,0.577,0.637,0.272,0.061,-7.0,False,35.29,1182,105180,,A24 Sounds
TRK00071,Sweet Summer,The Drift,Rock,2022,3:40,220,71,D Minor,0.386,0.441,0.571,0.85,0.069,-7.3,False,6.03,522,11148,3.0,Warner Music
TRK00072,Crimson Lights,Marcus Calloway ft. Skye Solis,Electronic,2022,3:05,185,131,F Major,0.51,0.271,0.566,0.806,0.063,-10.4,True,28.83,1036,44199,,Big Machine
TRK00073,Sweet Winter,Nora Ashford ft. Vera Nova,Indie,2020,2:52,172,109,C# Minor,0.473,0.291,0.697,0.585,0.05,-9.2,False,2.42,125,6391,,Secretly Canadian
TRK00074,Crimson Dreams,Iron Lullaby,Hip-Hop,2023,3:50,230,136,B Minor,0.464,0.163,0.197,0.682,0.11699999999999999,-7.3,True,1.49,57,1262,,Warner Music
TRK00075,Fearless Heart,Finn Pierce,Rock,2018,4:19,259,116,A Major,0.748,0.504,0.19,0.555,0.123,-2.9,False,0.46,12,560,,Warner Music
TRK00076,Eyes,Sage Wren ft. Mia Cruz,Pop,2017,2:45,165,109,G# Major,0.662,0.431,0.702,0.367,0.394,-6.3,False,14.42,424,17264,,Warner Music
TRK00077,Neon Fire,Petra Calloway,Indie,2020,3:36,216,110,D Major,0.669,0.524,0.207,0.435,0.284,-9.5,False,7.09,237,20094,,A24 Sounds
TRK00078,Grace,Dex Voss ft. Ember Fox,Hip-Hop,2019,2:15,135,69,D Major,0.895,0.493,0.547,0.209,0.46199999999999997,-8.3,False,2.44,137,6590,,Secretly Canadian
TRK00079,Broken Shadows,Zoe Adler,Hip-Hop,2022,2:31,151,121,C Minor,0.578,0.28,0.495,0.593,0.036000000000000004,-4.8,True,1.5,136,3025,53.0,Sub Pop
TRK00080,Chains,Ember Ashford,Latin,2018,3:05,185,130,G# Minor,0.679,0.506,0.489,0.229,0.018,-1.6,False,17.81,1026,23136,23.0,Sony Music
TRK00081,Hollow Stars,Jace Ashford,Rock,2022,4:10,250,120,D Minor,0.859,0.754,0.352,0.485,0.192,-11.4,False,3.34,57,5578,,Concord
TRK00082,Sweet Tears,Skye Stone ft. Juno Shaw,Pop,2021,2:57,177,124,C Minor,0.48,0.4,0.371,0.68,0.3,-3.6,False,3.37,258,6496,,Beggars Group
TRK00083,Electric Soul,River Lowe,Hip-Hop,2017,2:56,176,69,G# Major,0.751,0.747,0.332,0.47,0.384,-8.6,True,1.88,111,3478,,Warner Music
TRK00084,Quiet Winter,Kai Drake,Hip-Hop,2019,3:28,208,92,D Minor,0.775,0.581,0.83,0.096,0.192,-13.2,True,2.44,172,2781,,Beggars Group
TRK00085,Lost Silence,Electric Fauna,Latin,2021,3:28,208,154,A Major,0.822,0.607,0.293,0.218,0.242,-13.9,False,8.54,680,7055,27.0,Interscope
TRK00086,Wasted World,Lila Monroe,Hip-Hop,2023,2:57,177,143,C Major,0.559,0.458,0.776,0.732,0.44999999999999996,-2.8,True,0.67,1,1855,,Dead Oceans
TRK00087,Silver Fire Together,Zoe Blaine,Pop,2020,4:42,282,122,F Major,0.581,0.586,0.876,0.514,0.204,-2.4,False,4.62,101,9711,,Sony Music
TRK00088,Frozen Fire,Vera Wren ft. Asha Ashford,Rock,2018,3:17,197,107,A# Major,0.866,0.736,0.509,0.1,0.019,-9.5,False,14.26,984,12302,34.0,Sony Music
TRK00089,Mind,The Hollow Kings,Hip-Hop,2019,3:31,211,110,D Minor,0.512,0.181,0.24,0.617,0.324,-8.2,False,3.71,209,11035,,Universal Music
TRK00090,Velvet Rain Inside,Ember Bane ft. Skye Nova,Pop,2017,3:12,192,82,G Minor,0.451,0.405,0.336,0.721,0.339,-13.7,False,16.13,597,24649,,A24 Sounds
TRK00091,Reckless Rain Alone,Iron Lullaby,Indie,2015,3:44,224,95,F# Major,0.735,0.515,0.465,0.476,0.125,-4.8,False,23.17,1070,54042,,Beggars Group
TRK00092,Neon Summer,Devon Solano ft. Lila Bane,Pop,2024,4:14,254,143,D# Major,0.656,0.399,0.674,0.457,0.175,-7.6,False,13.73,570,12930,,Universal Music
TRK00093,Restless Time,Axel Wren ft. Ember Wren,Indie,2017,4:30,270,86,D Minor,0.533,0.098,0.602,0.71,0.085,-12.9,False,2.04,87,5777,47.0,Jagjaguwar
TRK00094,Lost Roads Alone,Juno Nova ft. Devon Fox,R&B,2017,2:58,178,82,E Minor,0.776,0.289,0.117,0.295,0.089,-6.8,False,3.91,267,2729,87.0,Interscope
TRK00095,World,Juno Quinn,Pop,2024,4:09,249,109,A Minor,0.765,0.446,0.483,0.453,0.252,-12.4,False,6.65,485,19215,47.0,Concord
TRK00096,Burning Mind,Velvet Riot,R&B,2022,3:48,228,84,C# Major,0.427,0.073,0.39,0.675,0.048,-5.5,False,2.28,182,5284,16.0,Big Machine
TRK00097,Lost Shadows,River Ashford,R&B,2020,4:04,244,118,D Major,0.246,0.112,0.344,0.787,0.044,-11.3,False,2.16,139,2307,,AWAL
TRK00098,Lost Memories,Paper Wolves,Electronic,2022,3:24,204,103,C Minor,0.948,0.716,0.776,0.196,0.056,-6.3,False,2.02,65,1923,,Big Machine
TRK00099,Silver Roads,Velvet Riot,Rock,2024,3:20,200,142,E Minor,0.494,0.24,0.604,0.564,0.084,-9.8,False,115.77,4766,300162,2.0,Warner Music
TRK00100,Dark Chains,Dex Hartley,Pop,2017,4:03,243,117,D Major,0.795,0.528,0.287,0.368,0.023,-15.8,False,2.88,126,1727,,Universal Music
TRK00101,Blazing Stars,Static Bloom,Pop,2019,4:03,243,103,C# Major,0.555,0.211,0.635,0.521,0.147,-4.0,False,16.6,918,13042,,Universal Music
TRK00102,Lonely Silence Forever,Ember Hartley,R&B,2024,4:26,266,126,F Major,0.721,0.51,0.456,0.511,0.072,-3.8,True,1.37,136,2989,4.0,Interscope
TRK00103,Broken Roads,Indigo Hartley,Pop,2023,3:35,215,98,B Minor,0.567,0.44,0.76,0.482,0.163,-9.3,True,38.56,2762,26738,,Sony Music
TRK00104,Silver Fire,Jace Calloway,Hip-Hop,2024,3:23,203,117,G# Major,0.5,0.126,0.52,0.788,0.045,-6.5,False,2.59,105,4799,34.0,Universal Music
TRK00105,Midnight Night Together,Lila Ashford,Rock,2019,1:54,114,114,F Minor,0.493,0.215,0.564,0.536,0.163,-6.0,True,4.43,273,8572,,AWAL
TRK00106,Distant Chains,Indigo Cruz,Pop,2024,2:26,146,77,G Minor,0.475,0.131,0.283,0.73,0.239,-5.9,False,0.39,2,212,,Sony Music
TRK00107,Frozen Winter,Dex Blaine,R&B,2020,3:12,192,96,F Major,0.372,0.313,0.718,0.818,0.117,-1.5,False,17.75,731,25611,41.0,A24 Sounds
TRK00108,Midnight Grace,The Hollow Kings,R&B,2022,2:45,165,124,B Major,0.526,0.365,0.552,0.599,0.084,-6.0,False,23.76,1313,13574,,Secretly Canadian
TRK00109,Wild Memories,Axel Mack,Indie,2024,3:58,238,124,F# Major,0.683,0.437,0.378,0.463,0.164,-8.8,True,0.91,86,2654,,Sub Pop
TRK00110,Cloudy Roads,Nora Cruz,Pop,2018,2:37,157,102,C# Major,0.412,0.25,0.539,0.583,0.227,-6.0,True,18.96,987,19686,,Sony Music
TRK00111,Midnight Silence,Indigo Kade,Hip-Hop,2018,3:08,188,75,F Minor,0.642,0.462,0.121,0.424,0.375,-9.0,False,0.72,1,1601,,Sub Pop
TRK00112,Golden Lies Away,Electric Fauna,Indie,2022,3:09,189,133,C Minor,0.425,0.324,0.528,0.686,0.132,-11.2,False,9.55,503,20861,,A24 Sounds
TRK00113,Lonely Nights Tonight,Asha Solis ft. Juno Adler,Hip-Hop,2023,4:13,253,99,A# Major,0.588,0.313,0.684,0.524,0.927,-3.2,False,2.9,212,7048,,Warner Music
TRK00114,Velvet Stars Still,Elijah Drake,Electronic,2016,3:04,184,120,C Minor,0.822,0.445,0.526,0.484,0.151,-5.6,False,23.15,1022,30982,,Sub Pop
TRK00115,Ghostly Shadows,Crater Lake,Rock,2023,3:44,224,133,G Major,0.612,0.39,0.546,0.456,0.043,-14.0,False,5.84,447,5612,19.0,Interscope
TRK00116,Silver Skies Again,Petra Adler,Hip-Hop,2020,3:34,214,135,B Minor,0.436,0.257,0.553,0.604,0.678,-9.9,True,13.96,696,25494,7.0,Warner Music
TRK00117,Shattered Soul,Mia Nova ft. Ember Reid,Hip-Hop,2020,4:01,241,66,G Minor,0.516,0.624,0.681,0.387,0.22199999999999998,-4.8,True,20.78,1179,46460,,Universal Music
TRK00118,Crimson Waves,Sage West,Electronic,2020,3:59,239,119,D Major,0.523,0.286,0.619,0.659,0.084,-13.0,True,2.85,232,6806,,Interscope
TRK00119,Silver Shadows,Theo Monroe,Pop,2024,3:26,206,124,C# Minor,0.399,0.3,0.593,0.747,0.089,-10.1,False,4.09,186,2545,,Beggars Group
TRK00120,Dark Tears,Mia Laurent ft. Aria Laurent,Indie,2017,2:23,143,135,B Minor,0.569,0.435,0.494,0.662,0.178,-1.0,False,0.97,10,2310,,A24 Sounds
TRK00121,Blazing Love,Echo Chamber,Rock,2022,3:18,198,125,G# Major,0.658,0.624,0.368,0.598,0.333,-8.7,False,2.84,87,2218,,Beggars Group
TRK00122,Shattered Night,Remy Pierce ft. Remy Mack,Pop,2017,3:26,206,128,F# Minor,0.713,0.35,0.771,0.524,0.084,-3.7,False,50.16,2296,90870,49.0,Interscope
TRK00123,Timeless Chains,Sage Laurent ft. River Bane,Electronic,2024,3:38,218,135,C# Major,0.956,0.809,0.445,0.335,0.328,-2.2,True,11.33,772,21397,,A24 Sounds
TRK00124,Shattered Memories Always,Soren Hartley ft. Elijah Fox,Hip-Hop,2023,2:59,179,71,G# Major,0.628,0.388,0.354,0.571,0.28200000000000003,-10.7,True,1.09,33,891,,Sony Music
TRK00125,Bitter Bones Away,Nora Cain,Pop,2018,4:10,250,101,D Minor,0.447,0.641,0.406,0.734,0.252,-6.6,False,34.33,1890,99900,,Sony Music
TRK00126,Bitter Bones,Marcus West,Latin,2019,3:28,208,100,C Major,0.885,0.626,0.371,0.071,0.096,-1.0,False,6.86,245,14371,,Concord
TRK00127,Crimson Echoes Inside,Kai Quinn,Electronic,2020,2:52,172,118,D# Major,1.0,0.478,0.481,0.068,0.055,-5.9,False,12.24,701,12971,,Concord
TRK00128,Lost Blues,Cole Reid,Electronic,2020,3:10,190,85,D# Major,0.617,0.373,0.261,0.355,0.382,-1.0,False,7.87,367,4936,,Secretly Canadian
TRK00129,Silver Bones,Finn Fox,Indie,2023,4:40,280,76,A Major,0.479,0.498,0.441,0.769,0.051,-9.7,True,7.28,287,17745,,Dead Oceans
TRK00130,Wild Chains,Rhys Laurent,Rock,2021,3:52,232,119,C# Major,0.663,0.442,0.758,0.376,0.049,-1.2,False,0.31,1,807,,Warner Music
TRK00131,Reckless Heart,Lila Mack,Rock,2020,4:07,247,103,A Major,0.665,0.424,0.55,0.393,0.03,-7.4,False,17.53,1357,12736,,Warner Music
TRK00132,Hollow Mind,Marcus Reid,Pop,2022,2:47,167,108,C Minor,0.859,0.659,0.451,0.314,0.226,-8.6,False,0.22,10,251,49.0,Interscope
TRK00133,Sacred Summer,Sage Drake,Pop,2021,3:01,181,135,G Major,0.716,0.417,0.17,0.278,0.273,-5.3,False,15.65,1022,32958,21.0,Jagjaguwar
TRK00134,Timeless Shadows,Skye Solano,Hip-Hop,2017,3:01,181,151,C# Minor,0.642,0.388,0.557,0.532,0.333,-7.9,False,4.66,343,7211,9.0,Interscope
TRK00135,Dark Memories,Nora Kade,Rock,2017,3:34,214,129,A# Minor,0.586,0.249,0.082,0.276,0.037,-7.8,False,12.14,710,16465,,Secretly Canadian
TRK00136,Neon Bones,Asha Hartley,R&B,2019,3:20,200,120,B Major,0.728,0.715,0.651,0.276,0.082,-5.8,True,5.08,333,7930,,Concord
TRK00137,Blazing Winter,Devon Solis,Rock,2022,3:08,188,89,F Minor,0.766,0.327,0.203,0.411,0.064,-13.8,False,16.31,783,28758,,Warner Music
TRK00138,Silver Dreams,Marcus Lowe,Electronic,2017,3:13,193,120,F Minor,0.692,0.474,0.172,0.297,0.036,-10.3,False,4.18,218,4019,,Sub Pop
TRK00139,Sweet Dreams Alone,Aria Kade,Indie,2021,2:57,177,80,G Minor,0.668,0.501,0.619,0.621,0.056,-5.0,False,6.02,291,8850,4.0,Beggars Group
TRK00140,Fearless Lies Alone,Nora Blaine,Latin,2019,3:20,200,81,C Minor,1.0,0.648,0.479,0.206,0.123,-4.0,False,7.0,333,4721,,Warner Music
TRK00141,Neon Tears,Jace Bane,Hip-Hop,2022,4:09,249,74,A Major,0.196,0.0,0.707,0.979,0.153,-6.2,True,48.29,2741,24876,,Dead Oceans
TRK00142,Neon Silence,Crater Lake,Country,2015,2:30,150,143,G# Major,0.351,0.088,0.66,0.762,0.104,-6.5,False,8.85,294,26001,,A24 Sounds
TRK00143,Broken Lights,Indigo Calloway,R&B,2021,3:40,220,136,A# Minor,0.681,0.516,0.183,0.454,0.02,-6.1,False,0.75,26,477,8.0,Dead Oceans
TRK00144,Blazing Roads,Electric Fauna,Pop,2016,4:19,259,126,C Minor,0.616,0.291,0.503,0.388,0.315,-4.1,False,1.96,57,1193,,Warner Music
TRK00145,Quiet World Now,Ember Laurent,Hip-Hop,2020,3:20,200,117,E Minor,0.518,0.047,0.325,0.697,0.18,-12.5,True,9.05,349,24660,,Sony Music
TRK00146,Midnight Fire,Skye Steele,Pop,2015,3:07,187,91,D# Minor,0.772,0.556,0.482,0.435,0.165,-9.3,False,20.86,1017,61330,,Big Machine
TRK00147,Neon Roads,The Drift,Electronic,2021,4:02,242,82,C# Major,0.789,0.391,0.425,0.619,0.095,-7.8,False,1.63,60,4256,6.0,Secretly Canadian
TRK00148,Lights,Lila Blaine,Rock,2023,2:50,170,116,B Major,0.697,0.541,0.497,0.542,0.113,-6.8,False,77.62,2953,65889,,Concord
TRK00149,Wild Summer Inside,Ember Wren ft. Kai Monroe,Rock,2017,3:26,206,131,A Minor,1.0,0.622,0.891,0.152,0.033,-14.9,False,5.15,334,10808,,Universal Music
TRK00150,Crimson Nights Away,Theo Monroe ft. River Solano,R&B,2023,2:47,167,129,B Major,0.414,0.234,0.522,0.704,0.045,-11.9,False,7.29,472,16346,,Secretly Canadian
TRK00151,Distant Fire,Cole Fox,Hip-Hop,2022,2:16,136,115,D Minor,0.728,0.481,0.143,0.468,0.135,-7.6,True,0.82,24,1991,,Sony Music
TRK00152,Bitter Roads,Cole West ft. Nora Kade,Hip-Hop,2021,3:21,201,64,B Minor,0.341,0.062,0.222,0.867,0.252,-4.0,True,17.82,1422,13939,36.0,Beggars Group
TRK00153,Shattered Days,Crater Lake,Indie,2022,2:39,159,107,G# Major,0.368,0.124,0.29,0.864,0.237,-9.0,False,2.35,118,3470,,Interscope
TRK00154,Restless Rain,Electric Fauna,Latin,2020,3:27,207,135,G# Major,0.638,0.378,0.494,0.47,0.116,-9.8,False,1.58,124,1880,31.0,Secretly Canadian
TRK00155,Distant Summer,Obsidian Coast,R&B,2022,4:09,249,149,A Minor,0.68,0.282,0.296,0.31,0.04,-5.6,False,2.78,96,5938,,A24 Sounds
